sp,gen,fam,Growth_Rings,Vessel_porosity,Vessel_arangement,Perforation_plates,Intervessel_pits_arregement,Mean_tangential_diameter_of_vessel_lumina,Septa_in_fibers,Fibre_wall_thickness,Parenchyma_Paratracheal,Type_of_parenchyma_banding,Ray_width,Rays_cellular_composition,TropicalHumid,TropicalDry,TropicalGrasslands,Mangrove,Biome,predicted_biome,bioma_final
Eugesp5,,,0,2,1,0,1,0,1,1,0,5,1,3,,,,,TropicalDry,,Tropical dry forest
Eugesp5,,,1,0,1,0,2,0,0,1,0,5,1,3,,,,,TropicalDry,,Tropical dry forest
Eugesp5,,,1,2,3,0,2,0,1,1,0,5,1,3,,,,,TropicalDry,,Tropical dry forest
Forssp1,,,0,2,3,0,2,2,0,1,0,5,1,3,,,,,TropicalDry,,Tropical dry forest
Fridsp,,,1,2,1,0,2,1,1,1,0,0,1,3,,,,,TropicalDry,,Tropical dry forest
Galisp,,,1,1,1,0,2,0,0,1,0,5,0,2,,,,,TropicalDry,,Tropical dry forest
Galisp,,,1,1,1,0,2,0,1,1,0,5,0,2,,,,,TropicalDry,,Tropical dry forest
Geniamer,,,1,2,1,0,1,0,1,1,0,5,1,3,,,,,TropicalDry,,Tropical dry forest
Geniamer,,,1,2,1,0,2,0,0,1,0,5,1,3,,,,,TropicalDry,,Tropical dry forest
Glirsepi,,,0,2,1,0,1,1,1,1,0,5,1,3,,,,,TropicalDry,,Tropical dry forest
Glirsepi,,,1,0,1,0,2,1,0,1,0,5,1,3,,,,,TropicalDry,,Tropical dry forest
Glirsepi,,,1,2,3,0,2,1,1,1,0,5,1,3,,,,,TropicalDry,,Tropical dry forest
Guapsp1,,,0,1,1,0,2,0,1,1,0,5,1,3,,,,,TropicalDry,,Tropical dry forest
Guapsp1,,,0,1,1,0,2,0,1,1,0,5,1,3,,,,,TropicalDry,,Tropical dry forest
Guapsp1,,,1,1,1,0,2,0,1,1,0,5,1,3,,,,,TropicalDry,,Tropical dry forest
Guapsp1,,,1,1,1,0,2,0,1,1,0,5,1,2,,,,,TropicalDry,,Tropical dry forest
Guapsp1,,,0,2,3,0,2,0,0,1,0,5,0,2,,,,,TropicalDry,,Tropical dry forest
Guapuber,,,0,2,1,0,1,2,1,1,0,5,1,3,,,,,TropicalDry,,Tropical dry forest
Guapuber,,,1,2,1,0,2,2,1,1,0,5,1,3,,,,,TropicalDry,,Tropical dry forest
Guazulmi,,,1,2,1,0,1,2,1,1,0,5,1,3,,,,,TropicalDry,,Tropical dry forest
Guazulmi,,,1,2,1,0,1,1,1,1,0,5,1,3,,,,,TropicalDry,,Tropical dry forest
Guazulmi,,,1,2,1,0,2,1,1,1,0,5,1,3,,,,,TropicalDry,,Tropical dry forest
Guazulmi,,,1,2,1,0,2,1,1,1,0,5,1,3,,,,,TropicalDry,,Tropical dry forest
Guazulmi,,,1,2,1,0,2,1,0,1,0,5,1,3,,,,,TropicalDry,,Tropical dry forest
Guazulmi,,,1,2,1,0,2,1,0,1,0,5,1,3,,,,,TropicalDry,,Tropical dry forest
Guazulmi,,,1,1,1,0,2,1,1,1,0,5,1,3,,,,,TropicalDry,,Tropical dry forest
Guazulmi,,,0,1,1,0,2,1,0,1,0,5,1,3,,,,,TropicalDry,,Tropical dry forest
Guazulmi,,,0,1,1,0,2,1,0,1,0,5,1,3,,,,,TropicalDry,,Tropical dry forest
Guazulmi,,,0,2,3,0,2,0,0,1,0,5,1,3,,,,,TropicalDry,,Tropical dry forest
Guetcoma,,,0,2,3,0,2,0,0,1,0,5,1,3,,,,,TropicalDry,,Tropical dry forest
Gustsp,,,0,2,1,0,1,0,1,1,0,5,1,3,,,,,TropicalDry,,Tropical dry forest
Gustsp,,,1,2,1,0,2,0,1,1,0,5,1,3,,,,,TropicalDry,,Tropical dry forest
Gustsp,,,1,2,1,0,2,0,1,1,0,5,1,3,,,,,TropicalDry,,Tropical dry forest
Gustsp,,,1,0,1,0,2,0,0,1,0,5,1,3,,,,,TropicalDry,,Tropical dry forest
Gustsp,,,0,2,3,0,2,0,0,1,0,5,1,3,,,,,TropicalDry,,Tropical dry forest
Gustsp,,,1,2,3,0,2,0,1,1,0,5,1,3,,,,,TropicalDry,,Tropical dry forest
Gustsupe,,,0,2,1,0,1,0,1,1,0,5,1,3,,,,,TropicalDry,,Tropical dry forest
Gustsupe,,,1,0,1,0,2,0,0,1,0,5,1,3,,,,,TropicalDry,,Tropical dry forest
Gustsupe,,,1,2,3,0,2,0,1,1,0,5,1,3,,,,,TropicalDry,,Tropical dry forest
Hippvolu,,,1,2,1,0,1,1,1,1,0,0,0,3,,,,,TropicalDry,,Tropical dry forest
Hippvolu,,,1,2,1,0,1,1,1,1,0,5,1,3,,,,,TropicalDry,,Tropical dry forest
Hippvolu,,,1,2,1,0,2,1,1,1,0,5,1,3,,,,,TropicalDry,,Tropical dry forest
Hippvolu,,,1,2,1,0,2,1,1,1,0,5,1,3,,,,,TropicalDry,,Tropical dry forest
Hippvolu,,,1,2,1,0,2,1,1,1,0,5,1,3,,,,,TropicalDry,,Tropical dry forest
Hippvolu,,,1,0,1,0,2,0,1,1,0,5,1,2,,,,,TropicalDry,,Tropical dry forest
Huracrep,,,1,2,1,0,1,1,1,1,0,5,1,3,,,,,TropicalDry,,Tropical dry forest
Huracrep,,,1,2,1,0,2,1,1,1,0,5,1,3,,,,,TropicalDry,,Tropical dry forest
Huracrep,,,1,0,1,0,2,0,1,1,0,5,1,3,,,,,TropicalDry,,Tropical dry forest
Huracrep,,,1,2,3,0,2,0,1,1,0,5,1,3,,,,,TropicalDry,,Tropical dry forest
Ingavera,,,1,2,1,0,1,1,0,1,0,5,1,3,,,,,TropicalDry,,Tropical dry forest
Iressp,,,0,2,1,0,2,1,0,1,0,5,1,3,,,,,TropicalDry,,Tropical dry forest
Leucleuc,,,0,2,1,0,1,1,0,1,0,5,1,3,,,,,TropicalDry,,Tropical dry forest
Leucleuc,,,0,2,3,0,2,1,0,1,0,5,1,3,,,,,TropicalDry,,Tropical dry forest
Leucleuc,,,1,2,3,0,2,1,1,1,0,5,1,3,,,,,TropicalDry,,Tropical dry forest
Lycomexi,,,0,2,1,0,1,1,0,1,0,5,1,3,,,,,TropicalDry,,Tropical dry forest
Lycomexi,,,0,2,3,0,2,1,0,1,0,5,1,3,,,,,TropicalDry,,Tropical dry forest
Lycomexi,,,1,2,3,0,2,1,1,1,0,5,1,3,,,,,TropicalDry,,Tropical dry forest
Machcapo,,,0,2,1,0,1,1,1,1,0,0,0,3,,,,,TropicalDry,,Tropical dry forest
Machcapo,,,1,2,1,0,1,1,1,1,0,0,0,3,,,,,TropicalDry,,Tropical dry forest
Machcapo,,,1,2,1,0,1,1,1,1,0,0,1,3,,,,,TropicalDry,,Tropical dry forest
Machcapo,,,1,2,1,0,1,1,1,1,0,5,1,3,,,,,TropicalDry,,Tropical dry forest
Machcapo,,,0,2,1,0,2,1,0,1,0,5,1,3,,,,,TropicalDry,,Tropical dry forest
Machcapo,,,1,2,1,0,2,1,1,1,0,5,1,3,,,,,TropicalDry,,Tropical dry forest
Machcapo,,,1,2,1,0,2,1,1,1,0,5,1,3,,,,,TropicalDry,,Tropical dry forest
Machcapo,,,1,2,1,0,2,1,1,1,0,5,1,3,,,,,TropicalDry,,Tropical dry forest
Machcapo,,,1,2,1,0,2,1,1,1,0,5,1,3,,,,,TropicalDry,,Tropical dry forest
Machcapo,,,1,2,1,0,2,1,0,1,0,5,1,3,,,,,TropicalDry,,Tropical dry forest
Machcapo,,,1,2,1,0,2,1,1,1,0,5,1,3,,,,,TropicalDry,,Tropical dry forest
Machcapo,,,1,0,1,0,2,0,1,1,0,5,1,3,,,,,TropicalDry,,Tropical dry forest
Machcapo,,,1,0,1,0,2,0,1,1,0,5,1,3,,,,,TropicalDry,,Tropical dry forest
Machcapo,,,0,2,3,0,2,0,1,1,0,5,1,2,,,,,TropicalDry,,Tropical dry forest
Machcapo,,,1,2,3,0,2,0,1,1,0,5,1,2,,,,,TropicalDry,,Tropical dry forest
Machmicr,,,0,2,1,0,1,2,0,1,0,5,1,3,,,,,TropicalDry,,Tropical dry forest
Machmicr,,,0,2,3,0,2,2,0,1,0,5,1,3,,,,,TropicalDry,,Tropical dry forest
Machmicr,,,1,2,3,0,2,1,1,1,0,5,1,3,,,,,TropicalDry,,Tropical dry forest
Machsp1,,,1,2,1,0,1,1,1,1,0,0,0,3,,,,,TropicalDry,,Tropical dry forest
Machsp1,,,1,2,1,0,2,0,0,1,0,5,1,3,,,,,TropicalDry,,Tropical dry forest
Machsp1,,,0,1,1,0,2,0,0,1,0,5,1,3,,,,,TropicalDry,,Tropical dry forest
Machsp1,,,1,1,1,0,2,0,0,1,0,5,1,3,,,,,TropicalDry,,Tropical dry forest
Machsp1,,,1,1,1,0,2,0,1,1,0,5,1,3,,,,,TropicalDry,,Tropical dry forest
Machsp1,,,1,1,1,0,2,0,0,1,0,5,1,2,,,,,TropicalDry,,Tropical dry forest
Machsp1,,,0,1,1,0,2,0,1,1,0,5,0,2,,,,,TropicalDry,,Tropical dry forest
Machsp3,,,1,2,3,0,1,0,1,1,0,5,1,3,,,,,TropicalDry,,Tropical dry forest
Machsp6,,,1,1,1,0,2,1,0,1,0,5,0,2,,,,,TropicalDry,,Tropical dry forest
Machsp6,,,1,1,1,0,2,1,1,1,0,5,0,2,,,,,TropicalDry,,Tropical dry forest
Machsp6,,,1,1,1,0,2,1,1,1,0,5,0,2,,,,,TropicalDry,,Tropical dry forest
Malpglab,,,1,2,1,0,1,1,1,1,0,0,1,3,,,,,TropicalDry,,Tropical dry forest
Malpglab,,,1,2,1,0,2,0,1,1,0,5,1,3,,,,,TropicalDry,,Tropical dry forest
Malpglab,,,1,2,1,0,2,0,1,1,0,5,1,3,,,,,TropicalDry,,Tropical dry forest
Malpglab,,,1,2,1,0,2,0,1,1,0,5,1,3,,,,,TropicalDry,,Tropical dry forest
Malpglab,,,0,1,1,0,2,0,1,1,0,5,1,3,,,,,TropicalDry,,Tropical dry forest
Malpglab,,,0,1,1,0,2,0,0,1,0,5,1,3,,,,,TropicalDry,,Tropical dry forest
Malpglab,,,1,0,1,0,2,0,0,1,0,5,1,3,,,,,TropicalDry,,Tropical dry forest
Malpglab,,,1,0,1,0,2,0,0,1,0,5,1,3,,,,,TropicalDry,,Tropical dry forest
Malpglab,,,0,2,3,0,2,0,0,1,0,5,1,3,,,,,TropicalDry,,Tropical dry forest
Malpglab,,,0,2,3,0,2,0,0,1,0,5,1,3,,,,,TropicalDry,,Tropical dry forest
Malpglab,,,0,2,3,0,2,0,0,1,0,5,1,3,,,,,TropicalDry,,Tropical dry forest
Manicart,,,0,2,3,0,2,0,0,1,1,5,1,3,,,,,TropicalDry,,Tropical dry forest
Manicart,,,0,2,3,0,2,0,0,1,1,5,1,3,,,,,TropicalDry,,Tropical dry forest
Manisp,,,1,2,1,0,2,0,1,1,1,5,1,3,,,,,TropicalDry,,Tropical dry forest
Manisp,,,1,2,1,0,2,0,1,1,1,5,1,3,,,,,TropicalDry,,Tropical dry forest
Marssp,,,0,2,1,0,2,0,0,1,1,5,1,3,,,,,TropicalDry,,Tropical dry forest
Mayngran,,,1,2,1,0,2,0,1,1,1,0,0,3,,,,,TropicalDry,,Tropical dry forest
Mayngran,,,1,1,1,0,2,0,0,1,1,5,1,2,,,,,TropicalDry,,Tropical dry forest
Mayngran,,,1,1,1,0,2,0,1,1,1,5,0,2,,,,,TropicalDry,,Tropical dry forest
Mayngran,,,1,1,1,0,2,0,1,1,1,5,0,2,,,,,TropicalDry,,Tropical dry forest
Maynodor,,,0,2,1,0,2,0,1,1,1,5,1,3,,,,,TropicalDry,,Tropical dry forest
Maynodor,,,1,2,1,0,2,0,1,1,1,5,1,3,,,,,TropicalDry,,Tropical dry forest
Maynodor,,,1,0,1,0,2,0,1,1,1,5,1,3,,,,,TropicalDry,,Tropical dry forest
Maynodor,,,1,0,1,0,2,0,1,1,1,5,1,3,,,,,TropicalDry,,Tropical dry forest
Maynodor,,,1,2,3,0,2,0,1,1,1,5,1,3,,,,,TropicalDry,,Tropical dry forest
Maynodor,,,1,2,3,0,2,0,1,1,1,5,1,3,,,,,TropicalDry,,Tropical dry forest
Maynodor,,,0,2,3,0,2,0,0,1,1,5,1,3,,,,,TropicalDry,,Tropical dry forest
Maynodor,,,1,2,3,0,2,0,1,1,1,5,1,3,,,,,TropicalDry,,Tropical dry forest
Maynodor,,,0,2,3,0,2,0,0,1,1,5,1,3,,,,,TropicalDry,,Tropical dry forest
Melibiju,,,0,2,1,0,1,1,0,1,1,5,1,3,,,,,TropicalDry,,Tropical dry forest
Melibiju,,,1,2,1,0,2,0,1,1,1,5,1,3,,,,,TropicalDry,,Tropical dry forest
Melibiju,,,1,2,1,0,2,0,1,1,1,5,1,3,,,,,TropicalDry,,Tropical dry forest
Melibiju,,,0,1,1,0,2,0,1,1,1,5,1,3,,,,,TropicalDry,,Tropical dry forest
Melibiju,,,0,1,1,0,2,0,0,1,1,5,1,3,,,,,TropicalDry,,Tropical dry forest
Melibiju,,,0,1,1,0,2,0,0,1,1,5,1,3,,,,,TropicalDry,,Tropical dry forest
Melibiju,,,1,0,1,0,2,0,0,1,1,5,1,3,,,,,TropicalDry,,Tropical dry forest
Melibiju,,,0,2,3,0,2,0,0,1,1,5,1,3,,,,,TropicalDry,,Tropical dry forest
Melibiju,,,0,2,3,0,2,0,1,1,1,5,1,3,,,,,TropicalDry,,Tropical dry forest
Melibiju,,,1,2,3,0,2,0,0,1,1,5,1,3,,,,,TropicalDry,,Tropical dry forest
Melioliv,,,1,2,1,0,1,1,0,1,1,5,1,3,,,,,TropicalDry,,Tropical dry forest
Melioliv,,,1,2,1,0,2,1,0,1,1,5,1,3,,,,,TropicalDry,,Tropical dry forest
Melioliv,,,0,2,3,0,2,0,0,1,1,5,1,3,,,,,TropicalDry,,Tropical dry forest
Melioliv,,,1,2,3,0,2,0,0,1,1,5,1,3,,,,,TropicalDry,,Tropical dry forest
Morfsp16,,,0,2,3,0,2,1,0,1,1,5,1,3,,,,,TropicalDry,,Tropical dry forest
Morfsp17,,,0,2,1,0,2,0,0,1,1,5,1,3,,,,,TropicalDry,,Tropical dry forest
Morfsp6,,,1,0,1,0,1,0,1,1,1,5,1,3,,,,,TropicalDry,,Tropical dry forest
Morfsp6,,,1,2,3,0,2,0,1,1,1,5,1,3,,,,,TropicalDry,,Tropical dry forest
Neeasp1,,,0,2,3,0,2,0,0,1,1,5,1,3,,,,,TropicalDry,,Tropical dry forest
Neeasp1,,,1,2,3,0,2,0,1,1,1,5,1,3,,,,,TropicalDry,,Tropical dry forest
Neeasp1,,,0,2,3,0,2,0,0,1,1,5,1,3,,,,,TropicalDry,,Tropical dry forest
Ocotvera,,,0,2,1,0,1,1,1,1,1,5,1,3,,,,,TropicalDry,,Tropical dry forest
Ocotvera,,,1,2,1,0,1,1,1,1,1,5,1,3,,,,,TropicalDry,,Tropical dry forest
Ocotvera,,,1,2,1,0,1,1,1,1,1,5,1,3,,,,,TropicalDry,,Tropical dry forest
Ocotvera,,,1,2,1,0,2,1,1,1,1,5,1,3,,,,,TropicalDry,,Tropical dry forest
Ocotvera,,,1,2,1,0,2,0,1,1,1,5,1,3,,,,,TropicalDry,,Tropical dry forest
Ocotvera,,,1,2,1,0,2,0,1,1,1,5,1,3,,,,,TropicalDry,,Tropical dry forest
Ocotvera,,,1,0,1,0,2,0,1,1,1,5,1,3,,,,,TropicalDry,,Tropical dry forest
Ocotvera,,,1,0,1,0,2,0,0,1,1,5,1,3,,,,,TropicalDry,,Tropical dry forest
Ocotvera,,,1,0,1,0,2,0,1,1,1,5,1,3,,,,,TropicalDry,,Tropical dry forest
Ocotvera,,,1,2,3,0,2,0,0,1,1,5,1,3,,,,,TropicalDry,,Tropical dry forest
Oxanespi,,,1,2,1,0,1,1,1,1,1,0,0,3,,,,,TropicalDry,,Tropical dry forest
Oxanespi,,,1,1,1,0,2,0,1,1,1,5,0,2,,,,,TropicalDry,,Tropical dry forest
Oxanespi,,,0,1,1,0,2,0,1,1,1,5,0,2,,,,,TropicalDry,,Tropical dry forest
Oxansp,,,1,2,1,0,1,0,1,1,1,5,1,3,,,,,TropicalDry,,Tropical dry forest
Oxansp,,,1,2,1,0,1,0,1,1,1,5,1,3,,,,,TropicalDry,,Tropical dry forest
Oxansp,,,1,2,1,0,2,0,1,1,1,5,1,3,,,,,TropicalDry,,Tropical dry forest
Oxansp,,,1,0,1,0,2,0,1,1,1,5,1,3,,,,,TropicalDry,,Tropical dry forest
Paulcuru,,,0,2,1,0,1,1,1,1,1,5,1,3,,,,,TropicalDry,,Tropical dry forest
Paulcuru,,,1,2,1,0,2,1,0,1,1,5,1,3,,,,,TropicalDry,,Tropical dry forest
Paulcuru,,,0,2,3,0,2,0,0,1,1,5,1,3,,,,,TropicalDry,,Tropical dry forest
Paulcuru,,,1,2,3,0,2,0,1,1,1,5,1,3,,,,,TropicalDry,,Tropical dry forest
Paulglob,,,1,2,1,0,2,1,0,1,1,0,0,3,,,,,TropicalDry,,Tropical dry forest
Paulglob,,,1,1,1,0,2,1,1,1,1,5,1,2,,,,,TropicalDry,,Tropical dry forest
Paulglob,,,1,1,1,0,2,0,1,1,1,5,0,2,,,,,TropicalDry,,Tropical dry forest
Peltpurp,,,1,0,1,0,2,0,1,1,1,5,1,3,,,,,TropicalDry,,Tropical dry forest
Peltsp,,,1,2,1,0,1,0,1,1,1,0,1,3,,,,,TropicalDry,,Tropical dry forest
Peltsp,,,1,2,1,0,2,0,1,1,1,5,1,3,,,,,TropicalDry,,Tropical dry forest
Peltsp,,,1,2,1,0,2,0,1,1,1,5,1,3,,,,,TropicalDry,,Tropical dry forest
Phylbotr,,,1,2,1,0,1,0,1,1,1,5,1,3,,,,,TropicalDry,,Tropical dry forest
Phylbotr,,,1,2,1,0,2,0,0,1,1,5,1,3,,,,,TropicalDry,,Tropical dry forest
Phylbotr,,,0,2,1,0,2,0,0,1,1,5,1,3,,,,,TropicalDry,,Tropical dry forest
Pipeamal,,,0,1,1,0,2,0,0,1,1,5,1,3,,,,,TropicalDry,,Tropical dry forest
Pisoacul,,,1,2,1,0,1,1,1,1,1,5,0,3,,,,,TropicalDry,,Tropical dry forest
Pisoacul,,,1,2,1,0,1,1,0,1,1,5,1,3,,,,,TropicalDry,,Tropical dry forest
Pisoacul,,,1,2,1,0,1,1,0,1,1,5,1,3,,,,,TropicalDry,,Tropical dry forest
Pisoacul,,,0,2,1,0,2,1,1,1,1,5,1,3,,,,,TropicalDry,,Tropical dry forest
Pisoacul,,,0,1,1,0,2,1,1,1,1,5,1,3,,,,,TropicalDry,,Tropical dry forest
Pisoacul,,,0,2,3,0,2,0,1,1,1,5,1,3,,,,,TropicalDry,,Tropical dry forest
Pisoacul,,,1,2,3,0,2,0,1,1,1,5,1,3,,,,,TropicalDry,,Tropical dry forest
Pisoacul,,,1,2,3,0,2,0,0,1,1,5,1,3,,,,,TropicalDry,,Tropical dry forest
Pisosp,,,1,1,1,0,2,0,1,1,1,5,0,2,,,,,TropicalDry,,Tropical dry forest
Pithdulc,,,0,2,3,0,2,1,0,1,1,5,1,3,,,,,TropicalDry,,Tropical dry forest
Pithlanc,,,0,2,1,0,1,1,1,1,1,5,1,3,,,,,TropicalDry,,Tropical dry forest
Pithlanc,,,1,2,1,0,1,1,1,1,1,5,1,3,,,,,TropicalDry,,Tropical dry forest
Pithlanc,,,1,2,1,0,2,1,0,1,1,5,1,3,,,,,TropicalDry,,Tropical dry forest
Pithlanc,,,1,2,1,0,2,1,1,1,1,5,1,3,,,,,TropicalDry,,Tropical dry forest
Pithlanc,,,1,0,1,0,2,1,1,1,1,5,1,3,,,,,TropicalDry,,Tropical dry forest
Pittsp,,,1,1,1,0,2,0,1,1,1,5,0,2,,,,,TropicalDry,,Tropical dry forest
Pitttric,,,0,1,1,0,2,0,0,1,1,5,1,3,,,,,TropicalDry,,Tropical dry forest
Pitttric,,,0,1,1,0,2,0,0,1,1,5,1,3,,,,,TropicalDry,,Tropical dry forest
Pitttric,,,0,2,3,0,2,0,0,1,1,5,1,3,,,,,TropicalDry,,Tropical dry forest
Pitttric,,,0,2,3,0,2,0,0,1,1,5,1,3,,,,,TropicalDry,,Tropical dry forest
Platpinn,,,0,2,1,0,1,1,1,1,1,0,0,3,,,,,TropicalDry,,Tropical dry forest
Platpinn,,,1,2,1,0,1,1,1,1,1,5,1,3,,,,,TropicalDry,,Tropical dry forest
Platpinn,,,0,2,3,0,2,0,0,1,1,5,1,3,,,,,TropicalDry,,Tropical dry forest
Platpinn,,,1,2,3,0,2,0,1,1,1,5,1,2,,,,,TropicalDry,,Tropical dry forest
Poutsp1,,,1,2,1,0,1,0,1,1,1,5,1,3,,,,,TropicalDry,,Tropical dry forest
Poutsp1,,,1,2,1,0,2,0,1,1,1,5,1,3,,,,,TropicalDry,,Tropical dry forest
Poutsp1,,,1,2,1,0,2,0,0,1,1,5,1,3,,,,,TropicalDry,,Tropical dry forest
Poutsp1,,,0,2,1,0,2,0,0,1,1,5,1,3,,,,,TropicalDry,,Tropical dry forest
Poutsp3,,,1,0,1,0,1,0,1,1,1,5,1,3,,,,,TropicalDry,,Tropical dry forest
Poutsp3,,,1,2,3,0,2,0,1,1,1,5,1,3,,,,,TropicalDry,,Tropical dry forest
Poutsp7,,,1,2,1,0,1,0,1,1,1,5,1,3,,,,,TropicalDry,,Tropical dry forest
Poutsp7,,,1,2,1,0,2,0,1,1,1,5,1,3,,,,,TropicalDry,,Tropical dry forest
Poutsp7,,,1,2,1,0,2,0,1,1,1,5,1,3,,,,,TropicalDry,,Tropical dry forest
Poutsp7,,,1,2,1,0,2,0,1,1,1,5,1,3,,,,,TropicalDry,,Tropical dry forest
Poutsp7,,,1,2,1,0,2,0,0,1,1,5,1,3,,,,,TropicalDry,,Tropical dry forest
Poutsp7,,,1,1,1,0,2,0,0,1,1,5,1,3,,,,,TropicalDry,,Tropical dry forest
Poutsp7,,,0,1,1,0,2,0,0,1,1,5,1,3,,,,,TropicalDry,,Tropical dry forest
Poutsp7,,,0,1,1,0,2,0,0,1,1,5,1,3,,,,,TropicalDry,,Tropical dry forest
Poutsp7,,,1,1,1,0,2,0,0,1,1,5,1,3,,,,,TropicalDry,,Tropical dry forest
Poutsp7,,,1,0,1,0,2,0,1,1,1,5,1,3,,,,,TropicalDry,,Tropical dry forest
Poutsp7,,,1,0,1,0,2,0,0,1,1,5,1,3,,,,,TropicalDry,,Tropical dry forest
Poutsp7,,,0,2,3,0,2,0,1,1,1,5,1,3,,,,,TropicalDry,,Tropical dry forest
Poutsp7,,,0,2,3,0,2,0,1,1,1,5,1,3,,,,,TropicalDry,,Tropical dry forest
Poutsp7,,,0,2,3,0,2,0,1,1,1,5,1,2,,,,,TropicalDry,,Tropical dry forest
Poutsp8,,,1,2,1,0,2,0,1,1,1,5,1,3,,,,,TropicalDry,,Tropical dry forest
Pradcolo,,,1,1,1,0,2,0,0,1,1,5,1,3,,,,,TropicalDry,,Tropical dry forest
Pradcolo,,,0,1,1,0,2,0,1,1,1,5,0,2,,,,,TropicalDry,,Tropical dry forest
Pseuguac,,,1,1,1,0,2,1,0,1,1,5,1,3,,,,,TropicalDry,,Tropical dry forest
Pseuguac,,,0,2,3,0,2,1,1,1,1,5,0,2,,,,,TropicalDry,,Tropical dry forest
Pseusept,,,0,2,1,0,1,1,1,1,1,5,1,3,,,,,TropicalDry,,Tropical dry forest
Pseusept,,,1,1,1,0,2,1,0,1,1,5,1,3,,,,,TropicalDry,,Tropical dry forest
Pseusept,,,1,0,1,0,2,1,1,1,1,5,1,3,,,,,TropicalDry,,Tropical dry forest
Psidguin,,,0,2,1,0,2,0,0,1,1,5,1,3,,,,,TropicalDry,,Tropical dry forest
Pterrohr,,,1,2,1,0,1,1,1,1,1,5,1,3,,,,,TropicalDry,,Tropical dry forest
Pterrohr,,,1,2,1,0,1,1,0,1,1,5,1,3,,,,,TropicalDry,,Tropical dry forest
Pterrohr,,,1,2,1,0,2,1,0,1,1,5,1,3,,,,,TropicalDry,,Tropical dry forest
Pterrohr,,,0,2,1,0,2,1,1,1,1,5,1,3,,,,,TropicalDry,,Tropical dry forest
Pterrohr,,,0,2,3,0,2,0,1,1,1,5,1,3,,,,,TropicalDry,,Tropical dry forest
Pterrohr,,,0,2,3,0,2,0,0,1,1,5,1,3,,,,,TropicalDry,,Tropical dry forest
Pterrohr,,,0,2,3,0,2,0,0,1,1,5,1,3,,,,,TropicalDry,,Tropical dry forest
Quadindi,,,1,2,1,0,2,0,0,1,1,5,1,3,,,,,TropicalDry,,Tropical dry forest
Quadodor,,,1,0,1,0,2,0,1,1,1,5,1,3,,,,,TropicalDry,,Tropical dry forest
Quadodor,,,1,2,3,0,2,0,1,1,1,5,1,2,,,,,TropicalDry,,Tropical dry forest
Quadodor,,,1,2,3,0,2,0,1,1,1,5,0,2,,,,,TropicalDry,,Tropical dry forest
Quadodor,,,0,2,3,0,2,0,1,1,1,5,0,2,,,,,TropicalDry,,Tropical dry forest
Randarma,,,0,2,1,0,2,0,1,1,1,5,1,3,,,,,TropicalDry,,Tropical dry forest
Randarma,,,1,2,1,0,2,0,1,1,1,5,1,3,,,,,TropicalDry,,Tropical dry forest
Randarma,,,1,2,1,0,2,0,1,1,1,5,1,3,,,,,TropicalDry,,Tropical dry forest
Randarma,,,0,2,1,0,2,0,1,1,1,5,1,3,,,,,TropicalDry,,Tropical dry forest
Randarma,,,1,0,1,0,2,0,1,1,1,5,1,3,,,,,TropicalDry,,Tropical dry forest
Randarma,,,1,0,1,0,2,0,0,1,1,5,1,3,,,,,TropicalDry,,Tropical dry forest
Randarma,,,1,2,3,0,2,0,1,1,1,5,1,3,,,,,TropicalDry,,Tropical dry forest
Rinosp1,,,1,1,1,0,2,0,1,1,1,5,1,2,,,,,TropicalDry,,Tropical dry forest
Ruprsp1,,,1,2,1,0,2,0,1,1,1,5,1,3,,,,,TropicalDry,,Tropical dry forest
Ruprsp1,,,1,1,1,0,2,0,1,1,1,5,1,3,,,,,TropicalDry,,Tropical dry forest
Sapisapo,,,0,2,1,0,1,1,1,1,1,5,1,3,,,,,TropicalDry,,Tropical dry forest
Sapisapo,,,1,2,1,0,1,1,1,1,1,5,1,3,,,,,TropicalDry,,Tropical dry forest
Sapisapo,,,1,2,1,0,2,1,1,1,1,5,1,3,,,,,TropicalDry,,Tropical dry forest
Sapisapo,,,0,1,1,0,2,1,0,1,1,5,1,3,,,,,TropicalDry,,Tropical dry forest
Sapisapo,,,1,0,1,0,2,1,1,1,1,5,1,3,,,,,TropicalDry,,Tropical dry forest
Seguamer,,,1,1,1,0,2,0,1,1,1,5,1,3,,,,,TropicalDry,,Tropical dry forest
Seguamer,,,1,1,1,0,2,0,1,1,1,5,1,2,,,,,TropicalDry,,Tropical dry forest
Seguamer,,,1,1,1,0,2,0,1,1,1,5,0,2,,,,,TropicalDry,,Tropical dry forest
Seguamer,,,1,1,1,0,2,0,0,1,1,5,0,2,,,,,TropicalDry,,Tropical dry forest
Seguamer,,,1,0,1,0,2,0,1,1,1,5,0,2,,,,,TropicalDry,,Tropical dry forest
Senesp,,,1,2,1,0,2,1,1,1,1,0,1,3,,,,,TropicalDry,,Tropical dry forest
Senesp1,,,0,1,1,0,2,1,0,1,1,5,0,3,,,,,TropicalDry,,Tropical dry forest
Senesp1,,,1,1,1,0,2,1,1,1,1,5,1,3,,,,,TropicalDry,,Tropical dry forest
Senesp1,,,1,1,1,0,2,1,1,1,1,5,1,2,,,,,TropicalDry,,Tropical dry forest
Senesp1,,,0,2,3,0,2,0,0,1,1,5,0,2,,,,,TropicalDry,,Tropical dry forest
